value,name,bgg_id,date,type,classification
Contracts,Darwin's Journey,322289,1/2/2024,classification,boardgamemechanic
Ownership,Darwin's Journey,322289,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Darwin's Journey,322289,1/2/2024,classification,boardgamemechanic
Set Collection,Darwin's Journey,322289,1/2/2024,classification,boardgamemechanic
Turn Order: Stat-Based,Darwin's Journey,322289,1/2/2024,classification,boardgamemechanic
Variable Set-up,Darwin's Journey,322289,1/2/2024,classification,boardgamemechanic
"Worker Placement, Different Worker Types",Darwin's Journey,322289,1/2/2024,classification,boardgamemechanic
Area Movement,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Dice Rolling,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Events,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Movement Points,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Ratio / Combat Results Table,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Simulation,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Zone of Control,Hearts and Minds: Vietnam 1965-1975 (Third Edition),254588,1/2/2024,classification,boardgamemechanic
Set Collection,Aqua Garden,322421,1/2/2024,classification,boardgamemechanic
Turn Order: Time Track,Aqua Garden,322421,1/2/2024,classification,boardgamemechanic
Area Movement,Apocalypse Road,218948,1/2/2024,classification,boardgamemechanic
Hand Management,Apocalypse Road,218948,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,SEAL Team Flix,177515,1/2/2024,classification,boardgamemechanic
Cooperative Game,SEAL Team Flix,177515,1/2/2024,classification,boardgamemechanic
Dice Rolling,SEAL Team Flix,177515,1/2/2024,classification,boardgamemechanic
Flicking,SEAL Team Flix,177515,1/2/2024,classification,boardgamemechanic
Grid Movement,SEAL Team Flix,177515,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Nefertiti,35435,1/2/2024,classification,boardgamemechanic
Set Collection,Nefertiti,35435,1/2/2024,classification,boardgamemechanic
Area Movement,Junta,242,1/2/2024,classification,boardgamemechanic
Dice Rolling,Junta,242,1/2/2024,classification,boardgamemechanic
Events,Junta,242,1/2/2024,classification,boardgamemechanic
Hand Management,Junta,242,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Junta,242,1/2/2024,classification,boardgamemechanic
Trading,Junta,242,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Junta,242,1/2/2024,classification,boardgamemechanic
Voting,Junta,242,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",The Taverns of Tiefenthal,269207,1/2/2024,classification,boardgamemechanic
Dice Rolling,The Taverns of Tiefenthal,269207,1/2/2024,classification,boardgamemechanic
Open Drafting,The Taverns of Tiefenthal,269207,1/2/2024,classification,boardgamemechanic
Worker Placement,The Taverns of Tiefenthal,269207,1/2/2024,classification,boardgamemechanic
Worker Placement with Dice Workers,The Taverns of Tiefenthal,269207,1/2/2024,classification,boardgamemechanic
Action Points,Sniper Elite: The Board Game,295262,1/2/2024,classification,boardgamemechanic
Chit-Pull System,Sniper Elite: The Board Game,295262,1/2/2024,classification,boardgamemechanic
Hidden Movement,Sniper Elite: The Board Game,295262,1/2/2024,classification,boardgamemechanic
Dice Rolling,Monsters on Board,293264,1/2/2024,classification,boardgamemechanic
Different Dice Movement,Monsters on Board,293264,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Monsters on Board,293264,1/2/2024,classification,boardgamemechanic
Open Drafting,Monsters on Board,293264,1/2/2024,classification,boardgamemechanic
Track Movement,Monsters on Board,293264,1/2/2024,classification,boardgamemechanic
Action Queue,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Bias,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Cooperative Game,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Dice Rolling,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Events,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Modular Board,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Tile Placement,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Turn Order: Progressive,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Cloudspire,262211,1/2/2024,classification,boardgamemechanic
Hidden Roles,Werewords,219215,1/2/2024,classification,boardgamemechanic
Roles with Asymmetric Information,Werewords,219215,1/2/2024,classification,boardgamemechanic
Traitor Game,Werewords,219215,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Werewords,219215,1/2/2024,classification,boardgamemechanic
Voting,Werewords,219215,1/2/2024,classification,boardgamemechanic
Dice Rolling,Snowblind: Race for the Pole,181523,1/2/2024,classification,boardgamemechanic
Player Elimination,Snowblind: Race for the Pole,181523,1/2/2024,classification,boardgamemechanic
Push Your Luck,Snowblind: Race for the Pole,181523,1/2/2024,classification,boardgamemechanic
Race,Snowblind: Race for the Pole,181523,1/2/2024,classification,boardgamemechanic
Hand Management,The Message,67919,1/2/2024,classification,boardgamemechanic
Team-Based Game,The Message,67919,1/2/2024,classification,boardgamemechanic
Variable Player Powers,The Message,67919,1/2/2024,classification,boardgamemechanic
Open Drafting,Go Nuts for Donuts,184346,1/2/2024,classification,boardgamemechanic
Set Collection,Go Nuts for Donuts,184346,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Star Trek Deck Building Game: The Original Series,122690,1/2/2024,classification,boardgamemechanic
Open Drafting,Star Trek Deck Building Game: The Original Series,122690,1/2/2024,classification,boardgamemechanic
Push Your Luck,Star Trek Deck Building Game: The Original Series,122690,1/2/2024,classification,boardgamemechanic
Simulation,Star Trek Deck Building Game: The Original Series,122690,1/2/2024,classification,boardgamemechanic
Open Drafting,Tanto Cuore: Expanding the House,68858,1/2/2024,classification,boardgamemechanic
Action Queue,Lignum (Second Edition),222407,1/2/2024,classification,boardgamemechanic
Worker Placement,Lignum (Second Edition),222407,1/2/2024,classification,boardgamemechanic
Cooperative Game,Exit: The Game – The Lord of the Rings: Shadows over Middle-earth,341573,1/2/2024,classification,boardgamemechanic
Deduction,Exit: The Game – The Lord of the Rings: Shadows over Middle-earth,341573,1/2/2024,classification,boardgamemechanic
Cooperative Game,Tiny Epic Dungeons,331787,1/2/2024,classification,boardgamemechanic
Dice Rolling,Tiny Epic Dungeons,331787,1/2/2024,classification,boardgamemechanic
Finale Ending,Tiny Epic Dungeons,331787,1/2/2024,classification,boardgamemechanic
Modular Board,Tiny Epic Dungeons,331787,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Tiny Epic Dungeons,331787,1/2/2024,classification,boardgamemechanic
Tile Placement,Tiny Epic Dungeons,331787,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Tiny Epic Dungeons,331787,1/2/2024,classification,boardgamemechanic
Variable Set-up,Tiny Epic Dungeons,331787,1/2/2024,classification,boardgamemechanic
Action Drafting,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Increase Value of Unchosen Resources,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Open Drafting,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Pattern Building,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Square Grid,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Tags,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Tile Placement,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Variable Set-up,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Victory Points as a Resource,Keystone: North America,329939,1/2/2024,classification,boardgamemechanic
Dice Rolling,Red Rising,329465,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Red Rising,329465,1/2/2024,classification,boardgamemechanic
Hand Management,Red Rising,329465,1/2/2024,classification,boardgamemechanic
Open Drafting,Red Rising,329465,1/2/2024,classification,boardgamemechanic
Set Collection,Red Rising,329465,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Red Rising,329465,1/2/2024,classification,boardgamemechanic
Take That,Red Rising,329465,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Red Rising,329465,1/2/2024,classification,boardgamemechanic
Pattern Recognition,PIX,67181,1/2/2024,classification,boardgamemechanic
Dice Rolling,DreadBall: The Futuristic Sports Game,129731,1/2/2024,classification,boardgamemechanic
Grid Movement,DreadBall: The Futuristic Sports Game,129731,1/2/2024,classification,boardgamemechanic
Variable Player Powers,DreadBall: The Futuristic Sports Game,129731,1/2/2024,classification,boardgamemechanic
Auction/Bidding,18EU,5684,1/2/2024,classification,boardgamemechanic
Network and Route Building,18EU,5684,1/2/2024,classification,boardgamemechanic
Stock Holding,18EU,5684,1/2/2024,classification,boardgamemechanic
Tile Placement,18EU,5684,1/2/2024,classification,boardgamemechanic
Communication Limits,TEAM3 GREEN,275870,1/2/2024,classification,boardgamemechanic
Team-Based Game,TEAM3 GREEN,275870,1/2/2024,classification,boardgamemechanic
Dice Rolling,The Thing: Infection at Outpost 31,226634,1/2/2024,classification,boardgamemechanic
Hand Management,The Thing: Infection at Outpost 31,226634,1/2/2024,classification,boardgamemechanic
Hidden Roles,The Thing: Infection at Outpost 31,226634,1/2/2024,classification,boardgamemechanic
Role Playing,The Thing: Infection at Outpost 31,226634,1/2/2024,classification,boardgamemechanic
Team-Based Game,The Thing: Infection at Outpost 31,226634,1/2/2024,classification,boardgamemechanic
Traitor Game,The Thing: Infection at Outpost 31,226634,1/2/2024,classification,boardgamemechanic
Variable Player Powers,The Thing: Infection at Outpost 31,226634,1/2/2024,classification,boardgamemechanic
Voting,The Thing: Infection at Outpost 31,226634,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Fantasy Realms,223040,1/2/2024,classification,boardgamemechanic
Hand Management,Fantasy Realms,223040,1/2/2024,classification,boardgamemechanic
Open Drafting,Fantasy Realms,223040,1/2/2024,classification,boardgamemechanic
Set Collection,Fantasy Realms,223040,1/2/2024,classification,boardgamemechanic
Hand Management,Cheating Moth,105593,1/2/2024,classification,boardgamemechanic
Pattern Building,Pente,1295,1/2/2024,classification,boardgamemechanic
Line Drawing,Doodle Dash,334379,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Favor of the Pharaoh,171011,1/2/2024,classification,boardgamemechanic
Dice Rolling,Favor of the Pharaoh,171011,1/2/2024,classification,boardgamemechanic
Re-rolling and Locking,Favor of the Pharaoh,171011,1/2/2024,classification,boardgamemechanic
Open Drafting,Kōhaku,270143,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Kōhaku,270143,1/2/2024,classification,boardgamemechanic
Square Grid,Kōhaku,270143,1/2/2024,classification,boardgamemechanic
Tile Placement,Kōhaku,270143,1/2/2024,classification,boardgamemechanic
Dice Rolling,Wreck Raiders,252877,1/2/2024,classification,boardgamemechanic
Set Collection,Wreck Raiders,252877,1/2/2024,classification,boardgamemechanic
Worker Placement,Wreck Raiders,252877,1/2/2024,classification,boardgamemechanic
Grid Movement,Fast Sloths,277597,1/2/2024,classification,boardgamemechanic
Hand Management,Fast Sloths,277597,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Fast Sloths,277597,1/2/2024,classification,boardgamemechanic
Modular Board,Fast Sloths,277597,1/2/2024,classification,boardgamemechanic
Pick-up and Deliver,Fast Sloths,277597,1/2/2024,classification,boardgamemechanic
Race,Fast Sloths,277597,1/2/2024,classification,boardgamemechanic
Cooperative Game,5-Minute Marvel,253618,1/2/2024,classification,boardgamemechanic
Hand Management,5-Minute Marvel,253618,1/2/2024,classification,boardgamemechanic
Real-Time,5-Minute Marvel,253618,1/2/2024,classification,boardgamemechanic
Variable Player Powers,5-Minute Marvel,253618,1/2/2024,classification,boardgamemechanic
Action Timer,Kitchen Rush (Revised Edition),287938,1/2/2024,classification,boardgamemechanic
Cooperative Game,Kitchen Rush (Revised Edition),287938,1/2/2024,classification,boardgamemechanic
Modular Board,Kitchen Rush (Revised Edition),287938,1/2/2024,classification,boardgamemechanic
"Worker Placement, Different Worker Types",Age of Empires III: The Age of Discovery,22545,1/2/2024,classification,boardgamemechanic
Hand Management,Fleet Wharfside,176262,1/2/2024,classification,boardgamemechanic
Set Collection,Fleet Wharfside,176262,1/2/2024,classification,boardgamemechanic
Cooperative Game,Marvel United,298047,1/2/2024,classification,boardgamemechanic
Hand Management,Marvel United,298047,1/2/2024,classification,boardgamemechanic
Modular Board,Marvel United,298047,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Marvel United,298047,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Marvel United,298047,1/2/2024,classification,boardgamemechanic
Betting and Bluffing,Spicy,299169,1/2/2024,classification,boardgamemechanic
Hand Management,Spicy,299169,1/2/2024,classification,boardgamemechanic
Action Drafting,El Grande,93,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,El Grande,93,1/2/2024,classification,boardgamemechanic
Area Movement,El Grande,93,1/2/2024,classification,boardgamemechanic
Auction/Bidding,El Grande,93,1/2/2024,classification,boardgamemechanic
